,age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
23730,44, Private, 12th, Divorced, Transport-moving, Not-in-family, White, Female,40, United-States,<=50K
32174,44, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,42, United-States,<=50K
21767,17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,10, United-States,<=50K
11448,41, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States,<=50K
30326,56, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,40, Laos,<=50K
19771,23, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, White, Female,50, United-States,<=50K
23221,21, Private, Some-college, Never-married, Sales, Own-child, White, Male,35, United-States,<=50K
27224,57, Local-gov, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Female,30, United-States,<=50K
24266,56, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,26, United-States,<=50K
5300,41, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Male,55, United-States,<=50K
32082,49, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,<=50K
11741,37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,>50K
12053,36, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,45, United-States,<=50K
1768,71, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,20, United-States,<=50K
24030,47, Private, Some-college, Married-spouse-absent, Exec-managerial, Unmarried, White, Female,35, Puerto-Rico,<=50K
26940,22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,40, ?,<=50K
1707,32, ?, 7th-8th, Widowed, ?, Not-in-family, White, Female,40, United-States,<=50K
556,35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,<=50K
8817,39, Private, Some-college, Separated, Machine-op-inspct, Own-child, White, Male,40, United-States,<=50K
20707,20, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Male,10, United-States,<=50K
4,28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Female,40, Cuba,<=50K
28289,37, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States,<=50K
32549,43, State-gov, Some-college, Divorced, Adm-clerical, Other-relative, White, Female,40, United-States,<=50K
12814,40, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States,>50K
2204,31, Private, HS-grad, Separated, Exec-managerial, Unmarried, White, Female,12, United-States,<=50K
30411,29, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,20, United-States,<=50K
12828,54, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,41, United-States,<=50K
2901,67, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,75, United-States,>50K
22372,31, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Male,45, United-States,<=50K
3440,23, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,50, United-States,<=50K
17494,70, Private, 9th, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,40, United-States,<=50K
12666,44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,<=50K
28592,24, Self-emp-not-inc, HS-grad, Separated, Other-service, Unmarried, White, Female,50, United-States,<=50K
17008,38, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,40, United-States,<=50K
25123,21, Private, Some-college, Never-married, Sales, Own-child, White, Female,16, United-States,<=50K
21036,30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States,<=50K
13998,42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,<=50K
17659,26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,<=50K
28898,27, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,80, United-States,<=50K
17557,58, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,40, United-States,<=50K
14003,42, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,52, United-States,>50K
3483,41, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, England,<=50K
31348,60, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,<=50K
7171,24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,8, United-States,<=50K
21522,35, Private, 11th, Divorced, Machine-op-inspct, Unmarried, White, Female,40, United-States,<=50K
10203,55, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,>50K
12656,20, Private, Some-college, Never-married, Sales, Own-child, White, Female,20, United-States,<=50K
21993,57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,>50K
27693,17, Private, 10th, Never-married, Other-service, Own-child, White, Male,20, United-States,<=50K
22651,59, Private, 9th, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,<=50K
19664,52, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,<=50K
6737,42, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,40, ?,<=50K
18548,24, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, Black, Female,30, United-States,<=50K
23534,17, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,30, United-States,<=50K
15163,25, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,20, United-States,<=50K
15095,52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States,>50K
9591,30, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,40, United-States,<=50K
32370,53, Self-emp-not-inc, Prof-school, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,40, Philippines,>50K
19556,38, Private, 10th, Divorced, Machine-op-inspct, Not-in-family, White, Female,40, United-States,<=50K
7385,25, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Male,50, United-States,>50K
28970,33, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,50, United-States,>50K
5019,22, Private, 5th-6th, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, Mexico,<=50K
16180,37, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,40, United-States,>50K
31370,43, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
3971,36, Private, 9th, Divorced, Handlers-cleaners, Not-in-family, White, Male,56, United-States,<=50K
16824,27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,56, United-States,<=50K
20225,17, Private, 11th, Never-married, Sales, Own-child, White, Male,20, United-States,<=50K
28971,58, Private, 9th, Never-married, Handlers-cleaners, Own-child, White, Male,40, El-Salvador,<=50K
19871,37, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States,<=50K
28896,37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,>50K
15814,45, State-gov, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,48, United-States,<=50K
24128,45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,>50K
8400,26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,50, United-States,>50K
16450,49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,38, United-States,<=50K
2689,22, ?, HS-grad, Never-married, ?, Other-relative, White, Female,40, United-States,<=50K
20826,81, ?, Bachelors, Widowed, ?, Not-in-family, White, Male,5, United-States,<=50K
6078,23, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,60, United-States,<=50K
26584,40, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States,>50K
23635,29, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,45, United-States,<=50K
3176,49, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States,>50K
14377,22, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,27, United-States,<=50K
5430,46, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,42, United-States,<=50K
31893,49, Local-gov, Masters, Widowed, Prof-specialty, Unmarried, White, Female,20, United-States,<=50K
30563,35, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,60, United-States,<=50K
10425,60, ?, Bachelors, Married-civ-spouse, ?, Husband, Black, Male,40, United-States,<=50K
14837,21, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,50, United-States,<=50K
30667,48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States,>50K
5551,51, Local-gov, HS-grad, Separated, Protective-serv, Not-in-family, Black, Male,40, United-States,<=50K
7958,50, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,40, United-States,>50K
20682,68, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,30, United-States,<=50K
12066,48, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States,>50K
830,42, ?, 11th, Married-civ-spouse, ?, Husband, White, Male,15, United-States,<=50K
23249,37, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, France,>50K
4734,22, Private, Assoc-voc, Never-married, Other-service, Other-relative, White, Female,40, Mexico,<=50K
13919,35, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,30, United-States,<=50K
5610,39, Local-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,48, United-States,>50K
12592,51, Private, HS-grad, Divorced, Other-service, Other-relative, Black, Male,32, Haiti,<=50K
13801,39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,<=50K
2122,23, Private, HS-grad, Never-married, Protective-serv, Own-child, Black, Male,16, United-States,<=50K
14862,27, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,50, Guatemala,<=50K
24982,20, Private, Some-college, Never-married, Sales, Other-relative, White, Male,20, United-States,<=50K
21183,63, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,35, United-States,<=50K
21890,25, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States,<=50K
4036,24, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,15, United-States,<=50K
26072,24, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,30, United-States,<=50K
28409,28, Private, HS-grad, Separated, Sales, Unmarried, Black, Female,40, United-States,<=50K
1104,34, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Female,25, United-States,>50K
30494,27, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,32, United-States,<=50K
25872,23, Private, 5th-6th, Never-married, Handlers-cleaners, Not-in-family, White, Male,55, Mexico,<=50K
22839,42, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,<=50K
22690,23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,15, United-States,<=50K
8424,34, State-gov, Masters, Never-married, Prof-specialty, Unmarried, Black, Female,24, United-States,<=50K
27586,46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,>50K
6346,21, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Male,40, United-States,<=50K
16447,22, Private, Bachelors, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,40, United-States,<=50K
30918,61, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
2535,38, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States,<=50K
32398,24, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,30, United-States,<=50K
10892,20, Private, Some-college, Married-civ-spouse, Sales, Other-relative, White, Female,30, United-States,<=50K
29344,20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,30, United-States,<=50K
4883,26, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,45, United-States,<=50K
15663,33, Federal-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,10, United-States,<=50K
27552,22, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,<=50K
16120,63, Local-gov, Bachelors, Divorced, Craft-repair, Not-in-family, Black, Male,35, Outlying-US(Guam-USVI-etc),<=50K
2539,27, Federal-gov, HS-grad, Separated, Exec-managerial, Unmarried, Black, Female,40, United-States,<=50K
2039,36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,>50K
27110,30, State-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,50, United-States,>50K
21510,49, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,>50K
6211,41, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,<=50K
18149,36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States,>50K
692,42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,<=50K
20082,59, Federal-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States,<=50K
31885,35, ?, Some-college, Never-married, ?, Not-in-family, Black, Male,30, United-States,<=50K
7210,63, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,40, Vietnam,<=50K
29981,54, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, ?,>50K
22202,20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,40, United-States,<=50K
20342,39, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,40, Mexico,<=50K
2335,19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,20, United-States,<=50K
6368,22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,16, United-States,<=50K
8257,19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,40, Puerto-Rico,<=50K
30146,41, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,50, United-States,<=50K
16320,46, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,>50K
13270,41, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,>50K
25303,90, ?, 7th-8th, Separated, ?, Not-in-family, White, Female,15, United-States,<=50K
13753,24, Federal-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,25, United-States,<=50K
7869,50, Federal-gov, 10th, Separated, Craft-repair, Not-in-family, White, Male,56, United-States,<=50K
27837,59, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,>50K
23500,31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,<=50K
16913,50, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,<=50K
19477,41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States,<=50K
11484,69, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,45, United-States,>50K
16061,30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States,<=50K
15395,34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,30, Germany,<=50K
4112,38, State-gov, Some-college, Divorced, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,40, United-States,>50K
15544,23, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Male,40, United-States,<=50K
14683,50, Federal-gov, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,40, United-States,<=50K
18259,19, ?, Some-college, Never-married, ?, Not-in-family, White, Female,24, United-States,<=50K
27118,60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States,>50K
23996,42, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,25, United-States,<=50K
23850,37, Private, 10th, Divorced, Exec-managerial, Unmarried, White, Female,35, United-States,<=50K
15194,18, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,25, United-States,<=50K
25951,21, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Male,15, United-States,<=50K
28637,27, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,52, United-States,<=50K
29383,46, Private, Some-college, Divorced, Transport-moving, Own-child, White, Male,55, United-States,<=50K
13194,37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
30033,31, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,<=50K
29796,44, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Mexico,<=50K
27744,37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States,<=50K
3515,62, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States,>50K
19838,24, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States,<=50K
20787,31, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,45, United-States,<=50K
21139,19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,34, United-States,<=50K
1079,43, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States,>50K
14964,23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,60, United-States,<=50K
30016,31, State-gov, Some-college, Divorced, Protective-serv, Not-in-family, White, Male,40, United-States,>50K
12954,38, Private, HS-grad, Separated, Other-service, Own-child, White, Male,35, United-States,<=50K
17596,55, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,<=50K
15446,44, Federal-gov, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Male,40, United-States,<=50K
18743,48, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,<=50K
341,38, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
12996,37, ?, HS-grad, Divorced, ?, Not-in-family, Asian-Pac-Islander, Female,42, ?,<=50K
28769,24, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,40, United-States,<=50K
5987,37, Private, 10th, Divorced, Craft-repair, Unmarried, White, Female,40, United-States,<=50K
2294,56, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,40, United-States,<=50K
31082,47, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States,>50K
16814,46, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,<=50K
28908,46, Private, 11th, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,40, United-States,>50K
4819,56, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States,<=50K
28482,23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,40, ?,<=50K
10250,33, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, United-States,<=50K
10989,60, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
19109,18, Private, 10th, Never-married, Other-service, Own-child, White, Female,20, United-States,<=50K
4425,29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Canada,<=50K
23326,21, Private, Some-college, Never-married, Sales, Own-child, White, Female,25, United-States,<=50K
31312,31, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States,<=50K
20876,46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,35, United-States,>50K
20499,37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,40, ?,<=50K
8999,20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,48, United-States,<=50K
11288,22, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,30, Dominican-Republic,<=50K
10858,25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,50, United-States,>50K
29975,45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,77, United-States,<=50K
1524,26, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,55, United-States,<=50K
5073,48, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
23097,36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,44, United-States,<=50K
31874,30, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,40, United-States,<=50K
13934,29, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,<=50K
15078,31, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,40, United-States,<=50K
17259,57, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,50, India,>50K
14980,29, ?, 5th-6th, Married-civ-spouse, ?, Wife, White, Female,40, United-States,<=50K
27930,47, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,60, United-States,<=50K
14526,48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
992,50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,30, United-States,<=50K
30838,31, Local-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,45, United-States,<=50K
18920,45, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,40, United-States,<=50K
26787,33, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
31074,26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,50, United-States,<=50K
14426,67, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,16, United-States,<=50K
906,37, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,52, United-States,<=50K
8457,23, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,35, United-States,<=50K
25436,53, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
31634,29, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,25, Philippines,<=50K
5008,42, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,<=50K
11183,40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,60, United-States,>50K
6107,39, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,38, United-States,<=50K
22799,25, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, White, Female,22, United-States,<=50K
15396,51, Private, 11th, Divorced, Transport-moving, Own-child, White, Male,40, United-States,<=50K
10885,23, Private, Some-college, Never-married, Exec-managerial, Other-relative, Black, Female,40, United-States,<=50K
7739,51, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Mexico,<=50K
28350,23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,40, United-States,<=50K
5641,40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,30, United-States,<=50K
20768,28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,60, United-States,>50K
29962,45, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,48, United-States,<=50K
29056,46, Federal-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States,>50K
18053,39, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States,>50K
22469,45, Federal-gov, Bachelors, Never-married, Protective-serv, Not-in-family, Black, Female,40, United-States,<=50K
26777,51, Private, Assoc-voc, Widowed, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,40, United-States,<=50K
27210,37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,>50K
6484,54, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
2528,47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,30, United-States,<=50K
4035,34, Self-emp-not-inc, Prof-school, Separated, Prof-specialty, Unmarried, White, Male,48, United-States,>50K
26654,55, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States,>50K
21736,29, Private, HS-grad, Never-married, Other-service, Other-relative, White, Female,40, United-States,<=50K
10913,40, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States,>50K
518,21, ?, Some-college, Never-married, ?, Unmarried, White, Female,35, United-States,<=50K
17768,37, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,45, United-States,<=50K
5167,49, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,>50K
1450,25, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,50, United-States,<=50K
18418,35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,42, United-States,>50K
17120,37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States,>50K
4960,17, Local-gov, 11th, Never-married, Prof-specialty, Own-child, White, Female,20, Puerto-Rico,<=50K
31632,43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,<=50K
26451,41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, United-States,<=50K
32412,61, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Male,40, United-States,<=50K
9141,19, ?, 10th, Never-married, ?, Unmarried, White, Female,35, United-States,<=50K
28399,40, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,35, United-States,<=50K
20930,18, ?, 10th, Never-married, ?, Own-child, Black, Male,30, United-States,<=50K
21605,28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,50, United-States,>50K
12906,59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,55, United-States,>50K
296,37, Self-emp-inc, Bachelors, Divorced, Sales, Not-in-family, White, Female,60, United-States,<=50K
20605,34, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,<=50K
28438,47, Federal-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, White, Female,35, United-States,<=50K
25811,57, Local-gov, HS-grad, Divorced, Protective-serv, Not-in-family, White, Female,40, United-States,<=50K
27296,23, Self-emp-not-inc, 11th, Never-married, Craft-repair, Own-child, White, Male,50, Mexico,<=50K
26051,19, ?, Some-college, Never-married, ?, Own-child, White, Male,15, United-States,<=50K
19579,30, Local-gov, Some-college, Never-married, Transport-moving, Unmarried, Black, Female,40, United-States,<=50K
24147,62, Private, Doctorate, Divorced, Prof-specialty, Unmarried, White, Male,50, United-States,>50K
29799,42, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, United-States,<=50K
28444,55, Self-emp-not-inc, HS-grad, Separated, Farming-fishing, Unmarried, White, Female,55, United-States,<=50K
12691,21, Private, HS-grad, Divorced, Sales, Other-relative, White, Female,40, United-States,<=50K
22812,45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
6492,50, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,75, United-States,>50K
12250,51, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States,<=50K
3400,39, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
30413,45, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,<=50K
